Notation;V;E;ID;FD;Time;SS;US;RPP;T;MinT;Beta;IterN
W(9);10;18;46;18;0.0007598;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0006881;1;3;0.5;10;0;0.25;5
W(9);10;18;48;18;0.0006636;1;3;0.5;10;0;0.25;5
W(9);10;18;48;18;0.0006681;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006666;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0006896;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0013348;1;3;0.5;10;0;0.25;5
W(9);10;18;40;18;0.0007989;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0007193;1;3;0.5;10;0;0.25;5
W(9);10;18;48;18;0.0007059;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0006938;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0006941;1;3;0.5;10;0;0.25;5
W(9);10;18;50;18;0.0007056;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006709;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0006649;1;3;0.5;10;0;0.25;5
W(9);10;18;50;18;0.0006707;1;3;0.5;10;0;0.25;5
W(9);10;18;48;18;0.0006716;1;3;0.5;10;0;0.25;5
W(9);10;18;38;18;0.0006796;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006844;1;3;0.5;10;0;0.25;5
W(9);10;18;40;18;0.0007093;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006577;1;3;0.5;10;0;0.25;5
W(9);10;18;40;18;0.0006374;1;3;0.5;10;0;0.25;5
W(9);10;18;40;18;0.0006361;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006463;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0006475;1;3;0.5;10;0;0.25;5
W(9);10;18;50;18;0.0006545;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0007042;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006619;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0010226;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0006508;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0006426;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0007192;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0007272;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0006954;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0008627;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0007363;1;3;0.5;10;0;0.25;5
W(9);10;18;50;18;0.000667;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0007065;1;3;0.5;10;0;0.25;5
W(9);10;18;50;18;0.0007057;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0007355;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.000692;1;3;0.5;10;0;0.25;5
W(9);10;18;48;18;0.000684;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006814;1;3;0.5;10;0;0.25;5
W(9);10;18;46;18;0.0007065;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0006851;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0006821;1;3;0.5;10;0;0.25;5
W(9);10;18;48;18;0.0006908;1;3;0.5;10;0;0.25;5
W(9);10;18;44;18;0.0007243;1;3;0.5;10;0;0.25;5
W(9);10;18;50;18;0.0006895;1;3;0.5;10;0;0.25;5
W(9);10;18;42;18;0.0007155;1;3;0.5;10;0;0.25;5
W(29);30;58;720;366;0.0193827;2;10;0.5;10;0;0.25;15
W(29);30;58;716;368;0.0179061;2;10;0.5;10;0;0.25;15
W(29);30;58;718;366;0.0178961;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0177528;2;10;0.5;10;0;0.25;15
W(29);30;58;718;366;0.0177067;2;10;0.5;10;0;0.25;15
W(29);30;58;722;366;0.0180439;2;10;0.5;10;0;0.25;15
W(29);30;58;728;368;0.0178168;2;10;0.5;10;0;0.25;15
W(29);30;58;716;368;0.0177908;2;10;0.5;10;0;0.25;15
W(29);30;58;722;368;0.0175998;2;10;0.5;10;0;0.25;15
W(29);30;58;720;366;0.0176635;2;10;0.5;10;0;0.25;15
W(29);30;58;728;366;0.017352;2;10;0.5;10;0;0.25;15
W(29);30;58;720;366;0.0170744;2;10;0.5;10;0;0.25;15
W(29);30;58;722;368;0.0180862;2;10;0.5;10;0;0.25;15
W(29);30;58;716;366;0.0174229;2;10;0.5;10;0;0.25;15
W(29);30;58;722;366;0.0165288;2;10;0.5;10;0;0.25;15
W(29);30;58;724;366;0.0173559;2;10;0.5;10;0;0.25;15
W(29);30;58;726;368;0.0169046;2;10;0.5;10;0;0.25;15
W(29);30;58;716;366;0.0170606;2;10;0.5;10;0;0.25;15
W(29);30;58;728;366;0.0177441;2;10;0.5;10;0;0.25;15
W(29);30;58;722;366;0.0174218;2;10;0.5;10;0;0.25;15
W(29);30;58;722;366;0.017381;2;10;0.5;10;0;0.25;15
W(29);30;58;720;368;0.0169972;2;10;0.5;10;0;0.25;15
W(29);30;58;728;366;0.0163663;2;10;0.5;10;0;0.25;15
W(29);30;58;724;366;0.0177666;2;10;0.5;10;0;0.25;15
W(29);30;58;724;366;0.0176891;2;10;0.5;10;0;0.25;15
W(29);30;58;734;366;0.0172455;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0169569;2;10;0.5;10;0;0.25;15
W(29);30;58;720;366;0.0175132;2;10;0.5;10;0;0.25;15
W(29);30;58;720;366;0.0173012;2;10;0.5;10;0;0.25;15
W(29);30;58;720;368;0.017195;2;10;0.5;10;0;0.25;15
W(29);30;58;730;366;0.0186049;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0185401;2;10;0.5;10;0;0.25;15
W(29);30;58;726;368;0.0172107;2;10;0.5;10;0;0.25;15
W(29);30;58;724;366;0.0172649;2;10;0.5;10;0;0.25;15
W(29);30;58;732;366;0.016851;2;10;0.5;10;0;0.25;15
W(29);30;58;728;368;0.0170339;2;10;0.5;10;0;0.25;15
W(29);30;58;730;368;0.0173917;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0174675;2;10;0.5;10;0;0.25;15
W(29);30;58;730;366;0.0167202;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0171919;2;10;0.5;10;0;0.25;15
W(29);30;58;726;368;0.0168312;2;10;0.5;10;0;0.25;15
W(29);30;58;716;366;0.0174197;2;10;0.5;10;0;0.25;15
W(29);30;58;728;366;0.0171284;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0162962;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0169969;2;10;0.5;10;0;0.25;15
W(29);30;58;722;366;0.0165447;2;10;0.5;10;0;0.25;15
W(29);30;58;720;366;0.0167341;2;10;0.5;10;0;0.25;15
W(29);30;58;726;366;0.0169831;2;10;0.5;10;0;0.25;15
W(29);30;58;722;366;0.016585;2;10;0.5;10;0;0.25;15
W(29);30;58;724;366;0.0172516;2;10;0.5;10;0;0.25;15
W(50);51;100;2310;1312;0.0981225;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.0997156;2;15;0.5;10;0;0.25;30
W(50);51;100;2314;1312;0.0997477;2;15;0.5;10;0;0.25;30
W(50);51;100;2290;1312;0.104995;2;15;0.5;10;0;0.25;30
W(50);51;100;2282;1312;0.0987825;2;15;0.5;10;0;0.25;30
W(50);51;100;2304;1312;0.102455;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.0972532;2;15;0.5;10;0;0.25;30
W(50);51;100;2306;1312;0.0972123;2;15;0.5;10;0;0.25;30
W(50);51;100;2288;1312;0.0979833;2;15;0.5;10;0;0.25;30
W(50);51;100;2312;1312;0.0981689;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.0957753;2;15;0.5;10;0;0.25;30
W(50);51;100;2316;1312;0.0980539;2;15;0.5;10;0;0.25;30
W(50);51;100;2312;1312;0.105671;2;15;0.5;10;0;0.25;30
W(50);51;100;2302;1312;0.100514;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.0987794;2;15;0.5;10;0;0.25;30
W(50);51;100;2310;1312;0.0983779;2;15;0.5;10;0;0.25;30
W(50);51;100;2304;1312;0.096707;2;15;0.5;10;0;0.25;30
W(50);51;100;2300;1312;0.0971778;2;15;0.5;10;0;0.25;30
W(50);51;100;2312;1312;0.0996706;2;15;0.5;10;0;0.25;30
W(50);51;100;2294;1312;0.103473;2;15;0.5;10;0;0.25;30
W(50);51;100;2298;1312;0.0969245;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.10138;2;15;0.5;10;0;0.25;30
W(50);51;100;2290;1312;0.102997;2;15;0.5;10;0;0.25;30
W(50);51;100;2290;1312;0.0951256;2;15;0.5;10;0;0.25;30
W(50);51;100;2300;1312;0.091237;2;15;0.5;10;0;0.25;30
W(50);51;100;2294;1314;0.0940324;2;15;0.5;10;0;0.25;30
W(50);51;100;2298;1312;0.0937672;2;15;0.5;10;0;0.25;30
W(50);51;100;2300;1312;0.0950898;2;15;0.5;10;0;0.25;30
W(50);51;100;2288;1312;0.0923644;2;15;0.5;10;0;0.25;30
W(50);51;100;2310;1312;0.0940919;2;15;0.5;10;0;0.25;30
W(50);51;100;2310;1312;0.0983922;2;15;0.5;10;0;0.25;30
W(50);51;100;2292;1312;0.0949274;2;15;0.5;10;0;0.25;30
W(50);51;100;2308;1312;0.0945647;2;15;0.5;10;0;0.25;30
W(50);51;100;2304;1312;0.0938421;2;15;0.5;10;0;0.25;30
W(50);51;100;2294;1312;0.093818;2;15;0.5;10;0;0.25;30
W(50);51;100;2310;1312;0.0960291;2;15;0.5;10;0;0.25;30
W(50);51;100;2312;1312;0.0926338;2;15;0.5;10;0;0.25;30
W(50);51;100;2302;1314;0.0910708;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1314;0.0944481;2;15;0.5;10;0;0.25;30
W(50);51;100;2304;1312;0.0927555;2;15;0.5;10;0;0.25;30
W(50);51;100;2292;1312;0.0949058;2;15;0.5;10;0;0.25;30
W(50);51;100;2310;1312;0.101776;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.0961312;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.0971112;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1312;0.101968;2;15;0.5;10;0;0.25;30
W(50);51;100;2300;1312;0.0943953;2;15;0.5;10;0;0.25;30
W(50);51;100;2294;1312;0.0920232;2;15;0.5;10;0;0.25;30
W(50);51;100;2310;1312;0.0935348;2;15;0.5;10;0;0.25;30
W(50);51;100;2296;1310;0.0935215;2;15;0.5;10;0;0.25;30
W(50);51;100;2304;1312;0.0904523;2;15;0.5;10;0;0.25;30
W(69);70;138;4494;2708;0.241554;3;20;0.5;10;0;0.25;35
W(69);70;138;4478;2708;0.248916;3;20;0.5;10;0;0.25;35
W(69);70;138;4480;2708;0.250105;3;20;0.5;10;0;0.25;35
W(69);70;138;4492;2708;0.265851;3;20;0.5;10;0;0.25;35
W(69);70;138;4496;2708;0.242011;3;20;0.5;10;0;0.25;35
W(69);70;138;4474;2708;0.270704;3;20;0.5;10;0;0.25;35
W(69);70;138;4486;2708;0.23959;3;20;0.5;10;0;0.25;35
W(69);70;138;4486;2708;0.237308;3;20;0.5;10;0;0.25;35
W(69);70;138;4494;2708;0.248404;3;20;0.5;10;0;0.25;35
W(69);70;138;4470;2710;0.241946;3;20;0.5;10;0;0.25;35
W(69);70;138;4490;2710;0.231321;3;20;0.5;10;0;0.25;35
W(69);70;138;4498;2710;0.235424;3;20;0.5;10;0;0.25;35
W(69);70;138;4474;2708;0.23443;3;20;0.5;10;0;0.25;35
W(69);70;138;4488;2708;0.237342;3;20;0.5;10;0;0.25;35
W(69);70;138;4494;2708;0.249697;3;20;0.5;10;0;0.25;35
W(69);70;138;4476;2710;0.23591;3;20;0.5;10;0;0.25;35
W(69);70;138;4486;2708;0.265484;3;20;0.5;10;0;0.25;35
W(69);70;138;4486;2708;0.23328;3;20;0.5;10;0;0.25;35
W(69);70;138;4496;2708;0.243081;3;20;0.5;10;0;0.25;35
W(69);70;138;4490;2708;0.226263;3;20;0.5;10;0;0.25;35
W(69);70;138;4458;2708;0.237628;3;20;0.5;10;0;0.25;35
W(69);70;138;4488;2708;0.252366;3;20;0.5;10;0;0.25;35
W(69);70;138;4484;2708;0.271909;3;20;0.5;10;0;0.25;35
W(69);70;138;4474;2708;0.241637;3;20;0.5;10;0;0.25;35
W(69);70;138;4496;2708;0.239466;3;20;0.5;10;0;0.25;35
W(69);70;138;4484;2708;0.245162;3;20;0.5;10;0;0.25;35
W(69);70;138;4484;2708;0.243236;3;20;0.5;10;0;0.25;35
W(69);70;138;4492;2708;0.240884;3;20;0.5;10;0;0.25;35
W(69);70;138;4490;2708;0.246593;3;20;0.5;10;0;0.25;35
W(69);70;138;4490;2708;0.257352;3;20;0.5;10;0;0.25;35
W(69);70;138;4486;2708;0.245341;3;20;0.5;10;0;0.25;35
W(69);70;138;4476;2708;0.231886;3;20;0.5;10;0;0.25;35
W(69);70;138;4492;2710;0.225739;3;20;0.5;10;0;0.25;35
W(69);70;138;4486;2708;0.234481;3;20;0.5;10;0;0.25;35
W(69);70;138;4494;2708;0.264029;3;20;0.5;10;0;0.25;35
W(69);70;138;4492;2708;0.262967;3;20;0.5;10;0;0.25;35
W(69);70;138;4484;2708;0.231639;3;20;0.5;10;0;0.25;35
W(69);70;138;4484;2708;0.242981;3;20;0.5;10;0;0.25;35
W(69);70;138;4488;2708;0.235647;3;20;0.5;10;0;0.25;35
W(69);70;138;4482;2708;0.233651;3;20;0.5;10;0;0.25;35
W(69);70;138;4478;2710;0.240709;3;20;0.5;10;0;0.25;35
W(69);70;138;4482;2708;0.251709;3;20;0.5;10;0;0.25;35
W(69);70;138;4484;2710;0.254319;3;20;0.5;10;0;0.25;35
W(69);70;138;4476;2708;0.246607;3;20;0.5;10;0;0.25;35
W(69);70;138;4482;2708;0.248996;3;20;0.5;10;0;0.25;35
W(69);70;138;4476;2708;0.245024;3;20;0.5;10;0;0.25;35
W(69);70;138;4482;2708;0.249354;3;20;0.5;10;0;0.25;35
W(69);70;138;4490;2708;0.241247;3;20;0.5;10;0;0.25;35
W(69);70;138;4480;2708;0.27626;3;20;0.5;10;0;0.25;35
W(69);70;138;4502;2710;0.242829;3;20;0.5;10;0;0.25;35
W(99);100;198;9400;5994;0.547654;5;20;0.7;10;0;0.25;35
W(99);100;198;9402;5994;0.495769;5;20;0.7;10;0;0.25;35
W(99);100;198;9404;5994;0.510565;5;20;0.7;10;0;0.25;35
W(99);100;198;9392;5994;0.498081;5;20;0.7;10;0;0.25;35
W(99);100;198;9406;5996;0.496993;5;20;0.7;10;0;0.25;35
W(99);100;198;9396;5994;0.531585;5;20;0.7;10;0;0.25;35
W(99);100;198;9394;5994;0.536514;5;20;0.7;10;0;0.25;35
W(99);100;198;9404;5994;0.532311;5;20;0.7;10;0;0.25;35
W(99);100;198;9392;5994;0.511509;5;20;0.7;10;0;0.25;35
W(99);100;198;9396;5996;0.533928;5;20;0.7;10;0;0.25;35
W(299);300;598;88248;64752;18.8918;10;70;0.7;10;0;0.25;50
W(299);300;598;88196;64754;19.7484;10;70;0.7;10;0;0.25;50
W(299);300;598;88220;64756;19.9241;10;70;0.7;10;0;0.25;50
W(299);300;598;88198;64768;22.0129;10;70;0.7;10;0;0.25;50
W(299);300;598;88204;64776;21.0585;10;70;0.7;10;0;0.25;50
W(299);300;598;88218;64752;19.2141;10;70;0.7;10;0;0.25;50
W(299);300;598;88198;64750;19.6095;10;70;0.7;10;0;0.25;50
W(299);300;598;88184;64758;19.6089;10;70;0.7;10;0;0.25;50
W(299);300;598;88202;64758;20.4553;10;70;0.7;10;0;0.25;50
W(299);300;598;88220;64752;17.7119;10;70;0.7;10;0;0.25;50
W(500);501;1000;248006;191594;103.262;30;200;0.7;10;0;0.25;45
W(500);501;1000;247988;191602;93.6981;30;200;0.7;10;0;0.25;45
W(500);501;1000;247968;191646;99.5834;30;200;0.7;10;0;0.25;45
W(500);501;1000;248044;191612;99.6346;30;200;0.7;10;0;0.25;45
W(500);501;1000;248004;191632;98.0081;30;200;0.7;10;0;0.25;45
W(500);501;1000;248032;191672;100.918;30;200;0.7;10;0;0.25;45
W(500);501;1000;247980;191774;100.304;30;200;0.7;10;0;0.25;45
W(500);501;1000;247982;191742;103.438;30;200;0.7;10;0;0.25;45
W(500);501;1000;247958;191642;99.231;30;200;0.7;10;0;0.25;45
W(500);501;1000;247996;191616;104.539;30;200;0.7;10;0;0.25;45
W(699);700;1398;485768;385792;136.81;70;350;0.8;10;0;0.25;30
W(699);700;1398;485792;385916;140.947;70;350;0.8;10;0;0.25;30
W(699);700;1398;485766;386214;131.647;70;350;0.8;10;0;0.25;30
W(699);700;1398;485822;385932;132.659;70;350;0.8;10;0;0.25;30
W(699);700;1398;485822;385870;136.747;70;350;0.8;10;0;0.25;30
W(699);700;1398;485816;385852;144.333;70;350;0.8;10;0;0.25;30
W(699);700;1398;485812;385774;135.76;70;350;0.8;10;0;0.25;30
W(699);700;1398;485796;385836;138.798;70;350;0.8;10;0;0.25;30
W(699);700;1398;485774;385920;133.32;70;350;0.8;10;0;0.25;30
W(699);700;1398;485838;385790;141.103;70;350;0.8;10;0;0.25;30
W(2999);3000;5998;8981810;7991774;263.151;5000;6000;0.99;10;0;0.5;5
W(2999);3000;5998;8982132;7992212;244.601;5000;6000;0.99;10;0;0.5;5
W(2999);3000;5998;8981948;7991874;241.512;5000;6000;0.99;10;0;0.5;5
W(6999);7000;13998;48957962;47770108;532.23;10000;11000;0.99;10;0;0.5;3
W(6999);7000;13998;48958038;47769804;526.376;10000;11000;0.99;10;0;0.5;3
W(6999);7000;13998;48957992;47769640;529.294;10000;11000;0.99;10;0;0.5;3
W(13499);13500;26998;182169104;182169094;63.1271;5;5;0.99;10;0;10;1
C(10);10;10;68;64;0.0008859;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009264;1;5;0.5;10;0;0.25;5
C(10);10;10;68;68;0.0008308;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0012423;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0016872;1;5;0.5;10;0;0.25;5
C(10);10;10;68;68;0.0009153;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009181;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008609;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008716;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0008642;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008602;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0008722;1;5;0.5;10;0;0.25;5
C(10);10;10;64;64;0.0009335;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008658;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0008509;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008792;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.000846;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0008366;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008435;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0008714;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0015039;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0014339;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0009571;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008936;1;5;0.5;10;0;0.25;5
C(10);10;10;64;64;0.0008773;1;5;0.5;10;0;0.25;5
C(10);10;10;68;68;0.000826;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008587;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0010137;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.000896;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008606;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0008726;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009022;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009108;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0008365;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0009038;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0009207;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0009318;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0014729;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009462;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009648;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0009207;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009862;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0010879;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0010138;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009385;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0009012;1;5;0.5;10;0;0.25;5
C(10);10;10;68;64;0.0009558;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0009281;1;5;0.5;10;0;0.25;5
C(10);10;10;76;64;0.0008899;1;5;0.5;10;0;0.25;5
C(10);10;10;72;64;0.0010117;1;5;0.5;10;0;0.25;5
C(30);30;30;2792;2748;0.0973982;2;10;0.5;10;0;0.25;10
C(30);30;30;2792;2748;0.0872148;2;10;0.5;10;0;0.25;10
C(30);30;30;2784;2748;0.0310423;2;10;0.5;10;0;0.25;10
C(30);30;30;2756;2748;0.0578079;2;10;0.5;10;0;0.25;10
C(30);30;30;2780;2748;0.0283563;2;10;0.5;10;0;0.25;10
C(30);30;30;2788;2748;0.0307131;2;10;0.5;10;0;0.25;10
C(30);30;30;2792;2748;0.0291463;2;10;0.5;10;0;0.25;10
C(30);30;30;2772;2748;0.030366;2;10;0.5;10;0;0.25;10
C(30);30;30;2764;2744;0.0304114;2;10;0.5;10;0;0.25;10
C(30);30;30;2812;2744;0.0312034;2;10;0.5;10;0;0.25;10
C(30);30;30;2808;2748;0.0307509;2;10;0.5;10;0;0.25;10
C(30);30;30;2780;2748;0.0300722;2;10;0.5;10;0;0.25;10
C(30);30;30;2776;2748;0.03396;2;10;0.5;10;0;0.25;10
C(30);30;30;2804;2748;0.032136;2;10;0.5;10;0;0.25;10
C(30);30;30;2768;2748;0.0323636;2;10;0.5;10;0;0.25;10
C(30);30;30;2808;2744;0.0342958;2;10;0.5;10;0;0.25;10
C(30);30;30;2780;2748;0.0310092;2;10;0.5;10;0;0.25;10
C(30);30;30;2772;2748;0.0325822;2;10;0.5;10;0;0.25;10
C(30);30;30;2792;2748;0.0352746;2;10;0.5;10;0;0.25;10
C(30);30;30;2760;2748;0.0332842;2;10;0.5;10;0;0.25;10
C(30);30;30;2824;2748;0.0320537;2;10;0.5;10;0;0.25;10
C(30);30;30;2784;2748;0.0339493;2;10;0.5;10;0;0.25;10
C(30);30;30;2788;2748;0.033948;2;10;0.5;10;0;0.25;10
C(30);30;30;2796;2744;0.031364;2;10;0.5;10;0;0.25;10
C(30);30;30;2768;2748;0.0283647;2;10;0.5;10;0;0.25;10
C(30);30;30;2808;2748;0.0300039;2;10;0.5;10;0;0.25;10
C(30);30;30;2772;2748;0.0347117;2;10;0.5;10;0;0.25;10
C(30);30;30;2784;2748;0.0391599;2;10;0.5;10;0;0.25;10
C(30);30;30;2804;2752;0.0362788;2;10;0.5;10;0;0.25;10
C(30);30;30;2772;2748;0.0359992;2;10;0.5;10;0;0.25;10
C(30);30;30;2800;2744;0.0265999;2;10;0.5;10;0;0.25;10
C(30);30;30;2816;2748;0.0254146;2;10;0.5;10;0;0.25;10
C(30);30;30;2824;2748;0.0269322;2;10;0.5;10;0;0.25;10
C(30);30;30;2832;2748;0.0280216;2;10;0.5;10;0;0.25;10
C(30);30;30;2784;2748;0.0272816;2;10;0.5;10;0;0.25;10
C(30);30;30;2748;2748;0.0252862;2;10;0.5;10;0;0.25;10
C(30);30;30;2780;2748;0.0270104;2;10;0.5;10;0;0.25;10
C(30);30;30;2780;2748;0.0295284;2;10;0.5;10;0;0.25;10
C(30);30;30;2760;2748;0.0278088;2;10;0.5;10;0;0.25;10
C(30);30;30;2784;2748;0.0269372;2;10;0.5;10;0;0.25;10
C(30);30;30;2820;2748;0.0256634;2;10;0.5;10;0;0.25;10
C(30);30;30;2808;2748;0.0286198;2;10;0.5;10;0;0.25;10
C(30);30;30;2800;2748;0.0273342;2;10;0.5;10;0;0.25;10
C(30);30;30;2796;2748;0.0288735;2;10;0.5;10;0;0.25;10
C(30);30;30;2768;2752;0.0269514;2;10;0.5;10;0;0.25;10
C(30);30;30;2812;2748;0.0271938;2;10;0.5;10;0;0.25;10
C(30);30;30;2792;2748;0.0284873;2;10;0.5;10;0;0.25;10
C(30);30;30;2788;2748;0.0254986;2;10;0.5;10;0;0.25;10
C(30);30;30;2788;2748;0.0262887;2;10;0.5;10;0;0.25;10
C(30);30;30;2768;2748;0.0276553;2;10;0.5;10;0;0.25;10
C(50);50;50;13904;13836;0.0964195;2;15;0.5;10;0;0.25;10
C(50);50;50;13968;13832;0.102386;2;15;0.5;10;0;0.25;10
C(50);50;50;13976;13832;0.0964491;2;15;0.5;10;0;0.25;10
C(50);50;50;13964;13832;0.0898877;2;15;0.5;10;0;0.25;10
C(50);50;50;13920;13832;0.0922917;2;15;0.5;10;0;0.25;10
C(50);50;50;13928;13832;0.0940609;2;15;0.5;10;0;0.25;10
C(50);50;50;13920;13832;0.096851;2;15;0.5;10;0;0.25;10
C(50);50;50;13856;13836;0.0972228;2;15;0.5;10;0;0.25;10
C(50);50;50;13848;13836;0.0968851;2;15;0.5;10;0;0.25;10
C(50);50;50;13948;13836;0.0949929;2;15;0.5;10;0;0.25;10
C(50);50;50;13920;13832;0.105971;2;15;0.5;10;0;0.25;10
C(50);50;50;13908;13832;0.101549;2;15;0.5;10;0;0.25;10
C(50);50;50;13888;13832;0.10247;2;15;0.5;10;0;0.25;10
C(50);50;50;13856;13840;0.0941351;2;15;0.5;10;0;0.25;10
C(50);50;50;13992;13828;0.103966;2;15;0.5;10;0;0.25;10
C(50);50;50;13864;13836;0.111511;2;15;0.5;10;0;0.25;10
C(50);50;50;13864;13836;0.0920277;2;15;0.5;10;0;0.25;10
C(50);50;50;13888;13836;0.0990515;2;15;0.5;10;0;0.25;10
C(50);50;50;13960;13832;0.104394;2;15;0.5;10;0;0.25;10
C(50);50;50;13876;13836;0.0924642;2;15;0.5;10;0;0.25;10
C(50);50;50;13872;13832;0.105181;2;15;0.5;10;0;0.25;10
C(50);50;50;13920;13836;0.0944671;2;15;0.5;10;0;0.25;10
C(50);50;50;13944;13836;0.0935857;2;15;0.5;10;0;0.25;10
C(50);50;50;13884;13840;0.0979994;2;15;0.5;10;0;0.25;10
C(50);50;50;13968;13836;0.0944843;2;15;0.5;10;0;0.25;10
C(50);50;50;13896;13828;0.104008;2;15;0.5;10;0;0.25;10
C(50);50;50;13860;13836;0.110593;2;15;0.5;10;0;0.25;10
C(50);50;50;13876;13836;0.0996693;2;15;0.5;10;0;0.25;10
C(50);50;50;13876;13832;0.10874;2;15;0.5;10;0;0.25;10
C(50);50;50;13972;13832;0.0981025;2;15;0.5;10;0;0.25;10
