Notation;V;E;ID;FD;Time;SS;US;RPP;T;MinT;Beta;IterN
B(3,5);243;723;3378;2940;5.10241;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3414;2944;5.16554;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3372;2950;5.05432;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3358;2936;5.14515;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3414;2944;5.09391;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3366;2970;5.20654;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3350;2954;5.10775;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3330;2934;5.55996;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3412;2966;5.29013;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3318;2944;5.211;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3426;2950;5.16355;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3354;2954;5.11776;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3392;2962;5.1511;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3378;2942;5.12679;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3366;2942;5.05412;15;130;0.8;10;0;0.25;40
B(3,5);243;723;3352;2954;5.25361;15;130;0.8;10;0;0.25;40
B(4,4);256;1014;2202;1704;8.58761;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2214;1708;8.61276;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2284;1710;8.55363;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2234;1710;8.67466;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2244;1706;8.52498;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2218;1696;8.61629;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2286;1708;8.56464;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2242;1704;8.60072;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2272;1706;8.66928;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2290;1708;8.68651;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2278;1704;9.35356;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2242;1706;9.10277;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2244;1702;8.61788;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2202;1708;8.55175;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2240;1710;8.40273;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2218;1706;8.63018;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2222;1702;8.50782;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2250;1706;8.56281;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2232;1698;8.43862;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2238;1708;8.5916;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2246;1702;8.57417;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2232;1706;8.61822;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2290;1708;8.69636;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2244;1708;8.75963;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2326;1704;8.66932;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2244;1710;8.51519;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2214;1710;8.57944;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2282;1708;8.55015;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2202;1710;8.57413;25;300;0.8;10;0;0.25;50
B(4,4);256;1014;2226;1708;8.42059;25;300;0.8;10;0;0.25;50
B(7,3);343;2373;1430;1124;12.4983;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1436;1126;12.287;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1416;1124;12.211;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1482;1124;12.2149;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1456;1124;12.1486;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1440;1124;12.2621;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1428;1124;12.3167;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1446;1124;12.286;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1442;1124;12.2269;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1440;1126;12.2397;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1458;1124;12.2813;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1450;1124;12.2441;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1450;1124;12.3119;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1488;1124;12.2591;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1500;1124;12.1829;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1452;1126;12.3358;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1440;1124;12.3366;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1440;1124;12.255;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1456;1124;12.2518;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1482;1124;12.2398;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1432;1124;12.1537;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1476;1124;12.3785;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1472;1124;12.319;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1460;1124;12.4059;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1462;1126;12.2041;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1466;1124;12.0764;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1464;1124;12.349;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1460;1124;12.1466;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1452;1126;12.0943;30;350;0.9;10;0;0.25;50
B(7,3);343;2373;1444;1126;12.265;30;350;0.9;10;0;0.25;50
B(5,4);625;3110;5836;4676;57.4657;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5786;4658;57.5771;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5906;4676;57.7975;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5810;4714;57.9078;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5814;4658;56.7214;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5798;4666;57.7284;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5770;4702;60.8538;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5820;4656;57.3668;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5806;4674;58.8727;50;500;0.95;10;0;0.25;30
B(5,4);625;3110;5780;4672;57.6054;50;500;0.95;10;0;0.25;30
B(9,3);729;6516;3128;2584;68.6594;80;700;0.99;10;0;0.25;30
B(9,3);729;6516;3148;2592;69.2551;80;700;0.99;10;0;0.25;30
B(9,3);729;6516;3146;2590;68.8965;80;700;0.99;10;0;0.25;30
B(9,3);729;6516;3094;2580;69.7661;80;700;0.99;10;0;0.25;30
B(9,3);729;6516;3086;2582;69.3024;80;700;0.99;10;0;0.25;30
B(8,4);4096;32732;39600;39262;107.321;300;500;0.99;10;0;1;1
B(8,4);4096;32732;39606;39206;107.172;300;500;0.99;10;0;1;1
B(8,4);4096;32732;39704;39224;104.948;300;500;0.99;10;0;1;1
B(9,4);6561;59004;63584;63164;303.792;500;700;0.99;10;0;1;1
B(9,4);6561;59004;63716;63314;302.637;500;700;0.99;10;0;1;1
B(9,4);6561;59004;63618;63618;309.91;500;700;0.99;10;0;1;1
B(100,2);10000;994950;10294;10292;280.715;1;2;0.99;10;0;10;1
